node; dblp_id; gender; phd; phd_rank; job_rank; excel_index; name; gs_id; followup_title; job; year_of_job; followup_department; followup_location
331; Herv=eacute=:Jean=Yves; M; University of Maryland, College Park; 28.65; 126.0; 1553; Jeans-Yves Herve; nan; no_followup; University of Rhode Island; 2001; no_followup; no_followup
332; Wing:Jeannette_M=; F; MIT; 3.52; 9.28; 219; Jeannette Wing; nan; no_followup; Carnegie Mellon University; 1983; no_followup; no_followup
333; Edmonds:Jeff; M; University of Toronto; 24.79; 145.24; 2548; Jeff Edmonds; AjD7zfgAAAAJ; no_followup; York University; 1995; no_followup; no_followup
334; Heflin:Jeff; M; University of Maryland, College Park; 28.65; 76.47; 1150; Jeff Heflin; IKKQHqkAAAAJ; no_followup; Lehigh University; 2001; no_followup; no_followup
335; Hollingsworth:Jeffrey_K=; M; University of Wisconsin, Madison; 14.12; 28.65; 1240; Jeff Hollingsworth; YcrMNggAAAAJ; no_followup; University of Maryland, College Park; 1994; no_followup; no_followup
336; Chase:Jeffrey_S=; M; University of Washington; 11.06; 30.5; 725; Jeffrey Chase; nan; no_followup; Duke University; 1995; no_followup; no_followup
337; Vitter:Jeffrey_Scott; M; Stanford University; 2.23; 74.4; 1931; Jeffrey S. Vitter; IeXW2bkAAAAJ; no_followup; University of Kansas, Lawrence; 1980; no_followup; no_followup
338; Welch:Jennifer_L=; F; MIT; 3.52; 63.14; 2588; Jennifer Welch; _BSIZHAAAAAJ; no_followup; Texas A&M; 1989; no_followup; no_followup
339; Wong:Jennifer_L=; F; UCLA; 17.82; 36.01; 2292; Jennifer Wong; nan; Assistant Professor; State University of New York, Stony Brook; 2006; Computer Science; State University of New York, Stony Brook
340; Widom:Jennifer; F; Cornell University; 8.29; 2.23; 2485; Jennifer Widom; zdKmnYwAAAAJ; no_followup; Stanford University; 1993; no_followup; no_followup
341; Johnson:Jeremy_R=; M; Ohio State University; 42.17; 127.37; 711; Jeremy R. Johnson; 6R7q78UAAAAJ; no_followup; Drexel University; 1991; no_followup; no_followup
342; Hoey:Jesse; M; University of British Columbia; 51.75; 67.81; 2386; Jesse Hoey; YcBGOtQAAAAJ; Associate Professor; University of Waterloo; 2010; Computer Science; University of Waterloo
343; Shi:Jianbo; M; UC Berkeley; 2.31; 15.31; 476; Jianbo Shi; Sm14jYIAAAAJ; no_followup; University of Pennsylvania; 2003; no_followup; no_followup
344; Chen:Jianer; M; Columbia University; 22.53; 63.14; 2566; Jianer Chen; 0zVOVQ0AAAAJ; no_followup; Texas A&M; 1990; no_followup; no_followup
345; Wu_0001:Jie; M; Florida Atlantic University; 131.2; 156.16; 2541; Jie Wu; BVlfmXMAAAAJ; no_followup; Temple University; 1989; no_followup; no_followup
346; Deogun:Jitender_S=; M; University of Illinois, Urbana Champaign; 13.43; 130.66; 2010; Jitender S. Deogun; QpLZdfoAAAAJ; no_followup; University of Nebraska, Lincoln; 1979; no_followup; no_followup
347; Malik:Jitendra; M; Stanford University; 2.23; 2.31; 120; Jitendra Malik; oY9R5YQAAAAJ; no_followup; UC Berkeley; 1986; no_followup; no_followup
348; Holliday:JoAnne; F; UC Santa Barbara; 56.76; 153.65; 2314; Joanne Holliday; gD2GSFAAAAAJ; no_followup; Santa Clara University; 2000; no_followup; no_followup
349; Friedman:Joel; M; UC Berkeley; 2.31; 51.75; 834; Joel Friedman; nan; no_followup; University of British Columbia; 1987; no_followup; no_followup
350; Seiferas:Joel_I=; M; MIT; 3.52; 25.64; 2112; Joel Seiferas; nan; no_followup; University of Rochester; 1974; no_followup; no_followup
351; Miller:John_A=; M; Georgia Tech; 39.69; 145.66; 1045; John A. Miller; zTBeQq0AAAAJ; no_followup; University of Georgia; 1986; no_followup; no_followup
352; Smith:John_B=; M; University of North Carolina, Chapel Hill; 29.55; 29.55; 428; John B. Smith; nan; no_followup; University of North Carolina, Chapel Hill; 1970; no_followup; no_followup
353; Cavazos:John; M; University of Massachusetts, Amherst; 26.95; 87.66; 947; John Caravazos; QpNH6BAAAAAJ; Associate Professor; University of Delaware; 2007; Computer and Information Sciences; University of Delaware
354; Kececioglu:John_D=; M; University of Arizona; 40.57; 40.57; 782; John Kececioglu; SKXmmxIAAAAJ; no_followup; University of Arizona; 1995; no_followup; no_followup
355; Rogers:John_D=; M; University of Chicago; 18.82; 174.47; 677; John Rogers; nan; no_followup; DePaul University; 1995; no_followup; no_followup
356; Laird:John_E=; M; Carnegie Mellon University; 9.28; 29.37; 1391; John Laird; hWCTI5MAAAAJ; no_followup; University of Michigan; 1986; no_followup; no_followup
357; Canny:John_F=; M; MIT; 3.52; 2.31; 122; John Canny; LAv0HTEAAAAJ; no_followup; UC Berkeley; 1987; no_followup; no_followup
358; Hartman:John_H=; M; UC Berkeley; 2.31; 40.57; 781; John Hartman; zqPtcskAAAAJ; no_followup; University of Arizona; 1994; no_followup; no_followup
359; Reif:John_H=; M; Harvard University; 6.12; 30.5; 730; John Reif; Er-gEaoAAAAJ; no_followup; Duke University; 1978; no_followup; no_followup
360; Hale:John; M; University of Tulsa; 164.68; 164.68; 1675; John C. Hale; nan; no_followup; University of Tulsa; 1997; no_followup; no_followup
361; Hatcliff:John; M; Kansas State University; 109.31; 109.31; 1101; John Hatcliff; B56JLs0AAAAJ; no_followup; Kansas State University; 1996; no_followup; no_followup
362; Antonio:John_K=; M; Texas A&M; 63.14; 116.24; 2071; John K. Antonio; 9A8vgocAAAAJ; no_followup; University of Oklahoma; 1989; no_followup; no_followup
363; Ousterhout:John_K=; M; Carnegie Mellon University; 9.28; 2.23; 2482; John Ousterhout; MsjvTpUAAAAJ; no_followup; Stanford University; 1980; no_followup; no_followup
364; Hennessy:John_L=; M; State University of New York, Stony Brook; 36.01; 2.23; 2467; John Hennessy; tp07xT0AAAAJ; no_followup; Stanford University; 1977; no_followup; no_followup
365; Sibert:John_L=; M; University of Michigan; 29.37; 87.19; 932; John L. Sibert; nan; no_followup; George Washington University; 1974; no_followup; no_followup
366; Gauch:John_M=; M; University of North Carolina, Chapel Hill; 29.55; 178.7; 810; John M. Gauch; R0EQOKEAAAAJ; no_followup; University of Arkansas, Fayetteville; 1989; no_followup; no_followup
367; Hollerbach:John_M=; M; MIT; 3.52; 59.1; 1697; John M. Hollerbach; 41QkAiUAAAAJ; no_followup; University of Utah; 1982; no_followup; no_followup
368; Tsitsiklis:John_N=; M; MIT; 3.52; 3.52; 1221; John Tsitsiklis; bWTPrLEAAAAJ; no_followup; MIT; 1983; no_followup; no_followup
369; Black:John_R=; M; UC Davis; 61.39; 68.17; 404; John R. Black; nan; no_followup; University of Colorado, Boulder; 2000; no_followup; no_followup
370; Gilbert:John_R=; M; Stanford University; 2.23; 56.76; 288; John Gilbert; cl7CnNYAAAAJ; no_followup; UC Santa Barbara; 1981; no_followup; no_followup
371; Riedl:John; M; Purdue University; 38.27; 38.94; 1312; John Riedl; iFWaKtMAAAAJ; no_followup; University of Minnesota, Minneapolis; 1990; no_followup; no_followup
372; Byers:John_W=; M; UC Berkeley; 2.31; 51.73; 55; John Byers; jIp_uw0AAAAJ; no_followup; Boston University; 1999; no_followup; no_followup
373; Wong:Johnny_W=; M; UCLA; 17.82; 67.81; 2421; Johnny W. Wong; nan; no_followup; University of Waterloo; 1975; no_followup; no_followup
374; Liu:Jonathan_C=_L=; M; University of Minnesota, Minneapolis; 38.94; 94.94; 999; Jonathan C.L. Liu; nan; no_followup; University of Florida; 1996; no_followup; no_followup
375; Buss:Jonathan_F=; M; MIT; 3.52; 67.81; 2377; Jonathan F. Buss; nan; no_followup; University of Waterloo; 1986; no_followup; no_followup
376; Maletic:Jonathan_I=; M; Wayne State University; 99.58; 171.68; 1127; Jonathan I. Maletic; n9_W4kYAAAAJ; no_followup; Kent State University; 1997; no_followup; no_followup
377; Smith:Jonathan_M=; M; Columbia University; 22.53; 15.31; 477; Jonathan Smith; nan; no_followup; University of Pennsylvania; 1989; no_followup; no_followup
378; Turner:Jonathan_S=; M; Northwestern University; 44.47; 46.4; 2354; Jonathan S. Turner; nan; no_followup; Washington University, St. Louis; 1983; no_followup; no_followup
379; Pollack:Jordan_B=; M; University of Illinois, Urbana Champaign; 13.43; 84.55; 76; Jordan B. Pollack; nan; no_followup; Brandeis University; 1988; no_followup; no_followup
380; Cobb:Jorge_Arturo; M; University of Texas, Austin; 19.44; 125.87; 555; Jorge Arturo Cobb; nan; no_followup; University of Texas, Dallas; 1995; no_followup; no_followup
381; Fortes:Jos=eacute=_A=_B=; M; University of Southern California; 26.17; 94.94; 1000; Jose A.B. Fortes; nan; no_followup; University of Florida; 1987; no_followup; no_followup
382; Delgado=Frias:Jos=eacute=_G=; M; Texas A&M; 63.14; 83.35; 2321; Jose G. Delgado-Frias; nan; no_followup; Washington State University, Pullman; 1989; no_followup; no_followup
383; Vidal:Jos=eacute=_M=; M; University of Michigan; 29.37; 113.75; 2099; Jose M. Vidal; pKs-384AAAAJ; no_followup; University of South Carolina; 1998; no_followup; no_followup
384; Konstan:Joseph_A=; M; UC Berkeley; 2.31; 38.94; 1307; Joseph A. Konstan; PH4mytYAAAAJ; no_followup; University of Minnesota, Minneapolis; 1993; no_followup; no_followup
385; Kearney:Joseph_K=; M; University of Minnesota, Minneapolis; 38.94; 87.49; 1137; Joseph K. Kearney; nan; no_followup; University of Iowa; 1983; no_followup; no_followup
386; Goldsmith:Judy; F; University of Wisconsin, Madison; 14.12; 123.11; 1161; Judy Goldsmith; Vh0-NtwAAAAJ; no_followup; University of Kentucky; 1991; no_followup; no_followup
387; Kalita:Jugal_K=; M; University of Pennsylvania; 15.31; 169.16; 917; Jugal Kalita; nan; no_followup; University of Colorado, Colorado Springs; 1990; no_followup; no_followup
388; Adams:Julie_A=; F; University of Pennsylvania; 15.31; 92.5; 2212; Julie A. Adams; 5TzQdR4AAAAJ; no_followup; Vanderbilt University; 2000; no_followup; no_followup
389; Dorsey:Julie; F; Cornell University; 8.29; 9.98; 2526; Julie Dorsey; IYXVU-QAAAAJ; no_followup; Yale University; 1993; no_followup; no_followup
390; Yang_0001:Jun; M; Stanford University; 2.23; 30.5; 733; Jun Yang; nan; no_followup; Duke University; 2001; no_followup; no_followup
391; Candan:K=_Sel=ccedil=uk; M; University of Maryland, College Park; 28.65; 108.72; 5; Kasim Selcuk Candan; nan; no_followup; Arizona State University; 1997; no_followup; no_followup
392; Siddiqi:Kaleem; M; Brown University; 21.92; 69.84; 1283; Kaleem Siddiqi; DkTURUsAAAAJ; no_followup; McGill University; 1998; no_followup; no_followup
393; Karavanic:Karen_L=; F; University of Wisconsin, Madison; 14.12; 113.61; 1945; Karen L. Karavanic; nan; no_followup; Portland State University; 2000; no_followup; no_followup
394; Varadarajan:Kasturi_R=; M; Duke University; 30.5; 87.49; 1143; Kasturi R. Varadarajan; UNxLPX8AAAAJ; no_followup; University of Iowa; 2000; no_followup; no_followup
395; Yelick:Katherine_A=; F; MIT; 3.52; 2.31; 123; Katherine Yelick; 93yNuV0AAAAJ; no_followup; UC Berkeley; 1991; no_followup; no_followup
396; Decker:Keith_S=; M; University of Massachusetts, Amherst; 26.95; 87.66; 949; Keith Decker; 8odG5jkAAAAJ; no_followup; University of Delaware; 1996; no_followup; no_followup
397; Calvert:Kenneth_L=; M; University of Texas, Austin; 19.44; 123.11; 1156; Kenneth Leonard Calvert; -6v-CdkAAAAJ; no_followup; University of Kentucky; 1991; no_followup; no_followup
398; Salem:Kenneth; M; Princeton University; 9.32; 67.81; 2406; Kenneth Salem; t7z2V78AAAAJ; no_followup; University of Waterloo; 1988; no_followup; no_followup
399; Goldberg:Kenneth_Y=; M; Carnegie Mellon University; 9.28; 2.31; 124; Ken Goldberg; 8fztli4AAAAJ; no_followup; UC Berkeley; 1991; no_followup; no_followup
400; Fu:Kevin; M; MIT; 3.52; 26.95; 349; Kevin Fu; sh9-PrEAAAAJ; Associate Professor; University of Massachusetts, Amherst; 2005; Computer Science and Engineering; University of Michigan
401; Leyton=Brown:Kevin; M; Stanford University; 2.23; 51.75; 841; Kevin Leyton-Brown; _4dnp0IAAAAJ; no_followup; University of British Columbia; 2004; no_followup; no_followup
402; Murphy:Kevin_P=; M; UC Berkeley; 2.31; 51.75; 849; Kevin Murphy; MxxZkEcAAAAJ; no_followup; University of British Columbia; 2004; no_followup; no_followup
403; Skadron:Kevin; M; Princeton University; 9.32; 38.11; 657; Kevin Skadron; Q-As1CEAAAAJ; no_followup; University of Virginia; 1999; no_followup; no_followup
404; Park:Kihong; M; Boston University; 51.73; 38.27; 2003; Kihong Park; nan; no_followup; Purdue University; 1996; no_followup; no_followup
405; Valavanis:Kimon_P=; M; Rensselaer Polytechnic Institute; 79.68; 133.81; 981; Kimon Valavanis; -Lj2aHcAAAAJ; no_followup; University of Denver; 1986; no_followup; no_followup
406; Mueller:Klaus; M; Ohio State University; 42.17; 36.01; 2286; Klaus Mueller; l6H5h1QAAAAJ; no_followup; State University of New York, Stony Brook; 1999; no_followup; no_followup
407; Kavi:Krishna_M=; M; Southern Methodist University; 80.22; 186.84; 2047; Krishna Kavi; Hsg76bgAAAAJ; no_followup; University of North Texas, Denton; 1980; no_followup; no_followup
408; Kochut:Krys_J=; M; Louisiana State University; 102.17; 145.66; 1042; Krzysztof J. Kochut; nan; no_followup; University of Georgia; 1988; no_followup; no_followup
409; Maly:Kurt; M; New York University; 18.23; 142.05; 1806; Kurt J. Maly; MxsamugAAAAJ; no_followup; Old Dominion University; 1972; no_followup; no_followup
410; Baek:Kyungim; F; Colorado State University; 124.6; 154.88; 1070; Kyungim Baek; nan; Associate Professor; University of Hawaii, Manoa; 2005; Information and Computer Science; University of Hawaii, Manoa
411; Whitley:L=_Darrell; M; Southern Illinois University, Carbondale; 148.23; 124.6; 462; L. Darrell Whitley; 0VzUxIcAAAAJ; no_followup; Colorado State University; 1986; no_followup; no_followup
412; B=ouml=l=ouml=ni:Ladislau; M; Purdue University; 38.27; 81.51; 1859; Ladislau Boloni; drG1_tsAAAAJ; no_followup; University of Central Florida; 2002; no_followup; no_followup
413; Fortnow:Lance; M; MIT; 3.52; 44.47; 1665; Lance Fortnow; Yf5wVssAAAAJ; no_followup; Northwestern University; 1989; no_followup; no_followup
414; Hodges:Larry_F=; M; North Carolina State University; 81.9; 151.45; 374; Larry F. Hodges; nan; no_followup; Clemson University; 1988; no_followup; no_followup
415; Kerschberg:Larry; M; Case Western Reserve University; 70.82; 97.34; 904; Larry Kerschberg; nan; no_followup; George Mason University; 1976; no_followup; no_followup
416; Stephens:Larry_M=; M; Johns Hopkins University; 26.3; 113.75; 2095; Larry M. Stephens; nan; no_followup; University of South Carolina; 1977; no_followup; no_followup
417; Hendren:Laurie_J=; F; Cornell University; 8.29; 69.84; 1273; Laurie J. Hendren; nan; no_followup; McGill University; 1990; no_followup; no_followup
418; Chung:Lawrence; M; University of Toronto; 24.79; 125.87; 554; Lawrence Chung; pFRPgsIAAAAJ; no_followup; University of Texas, Dallas; 1994; no_followup; no_followup
419; Rauchwerger:Lawrence; M; University of Illinois, Urbana Champaign; 13.43; 63.14; 2579; Lawrence Rauchwerger; ronge0AAAAAJ; no_followup; Texas A&M; 1996; no_followup; no_followup
420; Dowdy:Lawrence_W=; M; Duke University; 30.5; 92.5; 2216; Lawrence W. Dowdy; nan; no_followup; Vanderbilt University; 1978; no_followup; no_followup
421; Gewali:Laxmi; M; University of Texas, Dallas; 125.87; 171.62; 1439; Laxmi P. Gewali; nan; no_followup; University of Nevada, Las Vegas; 1989; no_followup; no_followup
422; Bhuyan:Laxmi_N=; M; Wayne State University; 99.58; 71.14; 256; Laxmi N. Bhuyan; nan; no_followup; UC Riverside; 1982; no_followup; no_followup
423; Golubchik:Leana; F; UCLA; 17.82; 26.17; 2358; Leana Golubchik; 2gpXz3IAAAAJ; no_followup; University of Southern California; 1995; no_followup; no_followup
424; Schubert:Lenhart_K=; M; University of Toronto; 24.79; 25.64; 2110; Lenhart Schubert; nan; no_followup; University of Rochester; 1973; no_followup; no_followup
425; Heath:Lenwood_S=; M; University of North Carolina, Chapel Hill; 29.55; 112.4; 2267; Lenwood S Heath; 9VDFIQoAAAAJ; no_followup; Virginia Tech; 1987; no_followup; no_followup
426; Osterweil:Leon_J=; M; University of Maryland, College Park; 28.65; 26.95; 357; Leon Osterweil; nan; no_followup; University of Massachusetts, Amherst; 1971; no_followup; no_followup
427; Adleman:Leonard_M=; M; UC Berkeley; 2.31; 26.17; 2356; Leonard Adleman; nan; no_followup; University of Southern California; 1977; no_followup; no_followup
428; Reyzin:Leonid; M; MIT; 3.52; 51.73; 60; Leonid Reyzin; 1KRXBIwAAAAJ; no_followup; Boston University; 2001; no_followup; no_followup
429; Kuhn:Leslie_A=; F; University of Pennsylvania; 15.31; 66.24; 1342; Leslie A. Kuhn; nan; no_followup; Michigan State University; 1994; no_followup; no_followup
430; Miller:Leslie_L=; M; Southern Methodist University; 80.22; 92.45; 1057; Leslie Miller; nan; no_followup; Iowa State University; 1980; no_followup; no_followup
431; Palen:Leysia; F; UC Irvine; 37.36; 68.17; 415; Leysia A. Palen; x0OsogEAAAAJ; no_followup; University of Colorado, Boulder; 2004; no_followup; no_followup
432; Yuan:Li=Yan; M; Case Western Reserve University; 70.82; 86.24; 769; Li-Yan Yuan; nan; no_followup; University of Alberta; 1986; no_followup; no_followup
433; Yin:Lijun; M; University of Alberta; 86.24; 124.35; 2231; Lijun Yin; PYV9NvYAAAAJ; no_followup; State University of New York, Binghamton; 2001; no_followup; no_followup
434; Ott:Linda_M=; F; Purdue University; 38.27; 156.45; 1366; Linda M. Ott; HnxM2zkAAAAJ; no_followup; Michigan Technological University; 1978; no_followup; no_followup
435; DiPippo:Lisa_Cingiser; F; University of Rhode Island; 126.0; 126.0; 1551; Lisa DiPippo; nan; no_followup; University of Rhode Island; 1999; no_followup; no_followup
436; Getoor:Lise; F; Stanford University; 2.23; 28.65; 1237; Lise Getoor; Y8-xGncAAAAJ; no_followup; University of Maryland, College Park; 2001; no_followup; no_followup
437; Iftode:Liviu; M; Princeton University; 9.32; 40.46; 2190; Liviu Iftode; wRbborAAAAAJ; no_followup; Rutgers University; 2002; no_followup; no_followup
438; Tao:Lixin; M; University of Pennsylvania; 15.31; 182.16; 1870; Lixin Tao; nan; no_followup; Pace University; 1988; no_followup; no_followup
439; Schwiebert:Loren; M; Ohio State University; 42.17; 99.58; 2437; Loren Schwiebert; mP7h9LcAAAAJ; no_followup; Wayne State University; 1995; no_followup; no_followup
440; Alvisi:Lorenzo; M; Cornell University; 8.29; 19.44; 520; Lorenzo Alvisi; K_-KJi8AAAAJ; no_followup; University of Texas, Austin; 1996; no_followup; no_followup
441; Clarke:Lori_A=; F; University of Colorado, Boulder; 68.17; 26.95; 347; Lori Clarke; oFiuaXEAAAAJ; no_followup; University of Massachusetts, Amherst; 1976; no_followup; no_followup
442; Pollock:Lori_L=; F; University of Pittsburgh; 46.81; 87.66; 953; Lori L. Pollock; fmt12jMAAAAJ; no_followup; University of Delaware; 1986; no_followup; no_followup
443; Stewart:Lorna; F; University of Toronto; 24.79; 86.24; 767; Lorna Stewart; nan; no_followup; University of Alberta; 1986; no_followup; no_followup
444; Devroye:Luc; M; University of Texas, Austin; 19.44; 69.84; 1269; Luc P. Devroye; DC_7koIAAAAJ; no_followup; McGill University; 1977; no_followup; no_followup
445; Gravano:Luis; M; Stanford University; 2.23; 22.53; 483; Luis Gravano; Ff6era8AAAAJ; no_followup; Columbia University; 1997; no_followup; no_followup
446; Sarrafzadeh:Majid; M; University of Illinois, Urbana Champaign; 13.43; 17.82; 88; Majid Sarrafzadeh; LYt_4uIAAAAJ; no_followup; UCLA; 1987; no_followup; no_followup
447; Mata=Montero:Manrique; M; University of Victoria; 137.87; 173.29; 1324; Manrique Mata-Montero; nan; no_followup; Memorial University of Newfoundland; 1990; no_followup; no_followup
448; Shing:Man=tak; M; UC San Diego; 27.93; 142.23; 1498; Man-Tak Shing; nan; no_followup; Naval Postgraduate School; 1981; no_followup; no_followup
449; Cheng:Mantis_H=_M=; M; University of Waterloo; 67.81; 137.87; 1719; Mantis Cheng; nan; Assistant Professor; University of Victoria; 2005; Computer Science; University of Victoria
450; Matthews:Manton_M=; M; University of South Carolina; 113.75; 113.75; 2091; Manton M. Matthews; VRF_3FsAAAAJ; no_followup; University of South Carolina; 1981; no_followup; no_followup
451; Bermudez:Manuel_E=; M; UC Santa Cruz; 79.49; 94.94; 1001; Manuel E. Bermudez; nan; no_followup; University of Florida; 1985; no_followup; no_followup
452; Veloso:Manuela_M=; F; Carnegie Mellon University; 9.28; 9.28; 217; Maria Veloso; 2FbkAzYAAAAJ; no_followup; Carnegie Mellon University; 1992; no_followup; no_followup
453; Levoy:Marc; M; University of North Carolina, Chapel Hill; 29.55; 2.23; 2476; Marc Levoy; gbVh3PEAAAAJ; no_followup; Stanford University; 1990; no_followup; no_followup
454; Burnett:Margaret_M=; F; University of Kansas, Lawrence; 74.4; 127.72; 1838; Margaret Burnett; Vc58tYYAAAAJ; no_followup; Oregon State University; 1991; no_followup; no_followup
455; Fleck:Margaret_M=; F; MIT; 3.52; 13.43; 332; Margaret Fleck; nan; no_followup; University of Illinois, Urbana Champaign; 1991; no_followup; no_followup
456; Martonosi:Margaret; F; Stanford University; 2.23; 9.32; 1977; Margaret Martonosi; tgYsFS0AAAAJ; no_followup; Princeton University; 1994; no_followup; no_followup
457; Seltzer:Margo_I=; F; UC Berkeley; 2.31; 6.12; 969; Margo Seltzer; XeyiyUYAAAAJ; no_followup; Harvard University; 1992; no_followup; no_followup
458; desJardins:Marie; F; UC Berkeley; 2.31; 134.13; 1958; Marie desJardins; UYLIgHAAAAAJ; no_followup; University of Maryland, Baltimore County; 2001; no_followup; no_followup
459; Weiss:Mark_Allen; M; Princeton University; 9.32; 146.92; 787; Mark Allen Weiss; gfYCK9gAAAAJ; no_followup; Florida International University; 1987; no_followup; no_followup
460; Claypool:Mark; M; University of Minnesota, Minneapolis; 38.94; 140.75; 2491; Mark Claypool; KsSGzrQAAAAJ; no_followup; Worcester Polytechnic Institute; 1998; no_followup; no_followup
461; Crovella:Mark; M; University of Rochester; 25.64; 51.73; 56; Mark E. Crovella; vrHhOlUAAAAJ; no_followup; Boston University; 1994; no_followup; no_followup
462; Horowitz:Mark; M; Stanford University; 2.23; 2.23; 2468; Mark Horowitz; e7V7-gEAAAAJ; no_followup; Stanford University; 1985; no_followup; no_followup
463; Clement:Mark_J=; M; Oregon State University; 127.72; 166.53; 94; Mark J. Clement; nan; no_followup; Brigham Young University; 1994; no_followup; no_followup
464; Ackerman:Mark_S=; M; MIT; 3.52; 29.37; 1383; Mark S. Ackerman; qBTbnEQAAAAJ; no_followup; University of Michigan; 1992; no_followup; no_followup
465; Rinard:Martin_C=; M; Stanford University; 2.23; 3.52; 1215; Martin Rinard; hxlxVEUAAAAJ; no_followup; MIT; 1994; no_followup; no_followup
466; Robillard:Martin_P=; M; University of British Columbia; 51.75; 69.84; 1281; Martin P. Robillard; XlDo0wgAAAAJ; no_followup; McGill University; 2004; no_followup; no_followup
467; Solomon:Marvin_H=; M; Cornell University; 8.29; 14.12; 706; Marvin Solomon; nan; no_followup; University of Wisconsin, Madison; 1976; no_followup; no_followup
468; Soffa:Mary_Lou; F; University of Pittsburgh; 46.81; 38.11; 654; Mary Lou Soffa; KWiJaj8AAAAJ; no_followup; University of Virginia; 1977; no_followup; no_followup
469; Mizuno:Masaaki; M; Iowa State University; 92.45; 109.31; 1104; Masaaki Mizuno; nan; no_followup; Kansas State University; 1987; no_followup; no_followup
470; Dwyer:Matthew_B=; M; University of Massachusetts, Amherst; 26.95; 130.66; 2012; Matthew B. Dwyer; -ZRKCcEAAAAJ; no_followup; University of Nebraska, Lincoln; 1995; no_followup; no_followup
471; Farrens:Matthew_K=; M; University of Wisconsin, Madison; 14.12; 61.39; 154; Matthew K. Farrens; ExEEjcQAAAAJ; no_followup; UC Davis; 1989; no_followup; no_followup
472; Franklin:Matthew_K=; M; Columbia University; 22.53; 61.39; 155; Matthew Franklin; D6ptFeMAAAAJ; no_followup; UC Davis; 2000; no_followup; no_followup
473; Stone:Matthew; M; University of Pennsylvania; 15.31; 40.46; 2198; Matthew Stone; 3siz6_0AAAAJ; no_followup; Rutgers University; 1999; no_followup; no_followup
474; Felleisen:Matthias; M; Indiana University; 116.75; 163.79; 1639; Matthias Felleisen; KP-Vo44AAAAJ; no_followup; Northeastern University; 1987; no_followup; no_followup
475; Herlihy:Maurice; M; MIT; 3.52; 21.92; 140; Maurice Herlihy; Ezrt3pkAAAAJ; no_followup; Brown University; 1984; no_followup; no_followup
476; Beck:Micah; M; Cornell University; 8.29; 119.03; 1622; Micah Beck; oAMW4OEAAAAJ; no_followup; University of Tennessee, Knoxville; 1992; no_followup; no_followup
477; Bender:Michael_A=; M; Harvard University; 6.12; 36.01; 2282; Michael Bender; B1_1mR8AAAAJ; no_followup; State University of New York, Stony Brook; 1998; no_followup; no_followup
478; Goodrich:Michael_A=; M; Brigham Young University; 166.53; 166.53; 97; Michael A. Goodrich; 7LTGov4AAAAJ; no_followup; Brigham Young University; 1999; no_followup; no_followup
479; Taylor:Michael_Bedford; M; MIT; 3.52; 27.93; 275; Michael Taylor; NrOOkrMAAAAJ; Associate Professor; UC San Diego; 2005; Computer Science and Engineering; UC San Diego
480; Vose:Michael_D=; M; University of Texas, Austin; 19.44; 119.03; 1631; Michael D. Vose; nan; no_followup; University of Tennessee, Knoxville; 1982; no_followup; no_followup
481; Dahlin:Michael; M; UC Berkeley; 2.31; 19.44; 525; Michael Dahlin; hdXvVdgAAAAJ; no_followup; University of Texas, Austin; 1996; no_followup; no_followup
482; Bowling:Michael_H=; M; Carnegie Mellon University; 9.28; 86.24; 756; Michael Bowling; PYtPCHoAAAAJ; no_followup; University of Alberta; 2003; no_followup; no_followup
483; Jordan:Michael_I=; M; UC San Diego; 27.93; 2.31; 126; Michael Jordan; yxUduqMAAAAJ; no_followup; UC Berkeley; 1988; no_followup; no_followup
484; Feeley:Michael_J=; M; University of Washington; 11.06; 51.75; 832; Mike Feeley; g93mhb4AAAAJ; no_followup; University of British Columbia; 1997; no_followup; no_followup
485; O=Donnell:Michael_J=; M; Cornell University; 8.29; 18.82; 322; Michael O'Donnell; nan; no_followup; University of Chicago; 1976; no_followup; no_followup
486; Pazzani:Michael_J=; M; UCLA; 17.82; 40.46; 2197; Michael Pazzani; bhO5bMAAAAAJ; no_followup; Rutgers University; 1987; no_followup; no_followup
487; Best:Michael_L=; M; MIT; 3.52; 39.69; 863; Michael Best; nan; Associate Professor; Georgia Tech; 2004; Computer Science; Georgia Tech
488; Nelson:Michael_L=; M; Old Dominion University; 142.05; 142.05; 1809; Michael L. Nelson; oWQaPnwAAAAJ; no_followup; Old Dominion University; 2002; no_followup; no_followup
489; Raymer:Michael_L=; M; Michigan State University; 66.24; 159.2; 2516; Michael Raymer; Kdls2_wAAAAJ; no_followup; Wright State University; 2000; no_followup; no_followup
490; Scott:Michael_L=; M; University of Wisconsin, Madison; 14.12; 25.64; 2111; Michael Scott; PzaBy-UAAAAJ; no_followup; University of Rochester; 1985; no_followup; no_followup
491; Mitzenmacher:Michael; M; UC Berkeley; 2.31; 6.12; 965; Michael Mitzenmacher; e8aRmAsAAAAJ; no_followup; Harvard University; 1999; no_followup; no_followup
492; Molloy:Michael; M; Carnegie Mellon University; 9.28; 24.79; 2172; Michael Molloy; agcYx2YAAAAJ; no_followup; University of Toronto; 1996; no_followup; no_followup
493; Huhns:Michael_N=; M; University of Southern California; 26.17; 113.75; 2090; Michael N. Huhns; hvtmB0UAAAAJ; no_followup; University of South Carolina; 1975; no_followup; no_followup
